,Rk,Player,Pos,MP,Starts,Min,90s,Gls,Ast,NPG,PG,PA_x,YC,RC,Gls/90,Ast/90,G+A/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,SCA,SCA/90,SCPass,SCDeadPass,SCDrib,GCA,GCA/90,GCPass,GCDeadPass,GCDrib,PossTkl,TklDef3rd,TklMid3rd,TklAtt3rd,DriblTkl%,DriblledPast,%SuccPress,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,ShotBlocks,Interception,Clearances,GoalErrors,TCP,PA_y,TotDist,PrgDist,TSPC,SPA,TMPC,MPA,TLPC,LPA,KeyP,Pass18,Cross18,ProgPass,Live,Dead,FKPass,PressPass,Cross,LeftP,RightP,Touches,Def3rdTouch,Mid3rdTouch,Att3rdTouch,AttPenTouch,SuccDrib,AtmpDrib,Nutnegs,Carries,TotDistCarry,PrgDistCarry,CarryAtt3rd,Carry18Yd,CarryDIsp
244,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
245,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
246,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
247,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
248,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
249,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,9,5,6,6,33.3,10,29.7,34,74,77,9,0,11,7,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
250,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
251,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
252,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
253,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,175,262,2655,666,98,125,61,91,13,31,13,13,1,26,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
254,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
255,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,252,10,0,50,24,46,199,53,2,22,33,9,0,3,0,33,232,158,3,1,3
256,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,397,49,133,245,59,10,25,0,286,1915,1147,12,19,19
257,196,Daniel James,FW,2,2,126,1.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.17,0.01,0.19,0.17,0.19,3,2.14,2,0,0,0,0.0,0,0,0,4,0,4,0,100.0,0,25.8,5,13,13,2,0,0,1,0,22,32,233,36,18,24,3,5,0,1,1,0,0,0,32,0,0,6,5,3,28,53,2,22,33,9,0,3,0,33,232,158,3,1,3
258,197,Reece James,DF,16,14,1114,12.4,4,5,4,0,0,4,1,0.32,0.4,0.73,1.7,1.7,3.4,5.1,0.14,0.27,0.41,0.14,0.41,47,3.8,35,6,3,6,0.48,4,1,1,14,13,8,1,31.6,13,38.0,68,65,33,17,1,14,11,0,773,915,12924,3538,388,422,305,353,69,104,31,29,7,71,757,158,18,130,52,66,688,1036,189,435,480,45,18,25,0,705,3122,1584,31,9,14
259,198,Vitaly Janelt,MF,14,12,1016,11.3,1,0,1,0,0,2,0,0.09,0.0,0.09,1.2,1.2,1.0,2.2,0.1,0.09,0.2,0.1,0.2,25,2.21,19,2,1,2,0.18,2,0,0,20,12,14,4,43.5,13,32.8,54,98,43,27,5,21,16,0,350,469,6615,2325,142,172,156,192,41,86,12,12,3,48,424,45,22,60,16,350,66,590,185,301,132,15,7,8,1,312,1620,805,4,2,6
260,199,Pontus Jansson,DF,19,19,1701,18.9,1,1,1,0,0,3,0,0.05,0.05,0.11,1.5,1.5,0.4,2.0,0.08,0.02,0.1,0.08,0.1,7,0.37,4,0,0,3,0.16,1,0,0,13,15,3,1,56.3,7,37.5,60,29,7,23,11,42,95,1,648,776,13799,4179,177,206,357,406,110,151,2,0,0,33,743,33,23,64,0,68,580,970,637,347,33,25,1,2,0,488,2597,1269,0,1,2
261,200,Mathias Jensen,MF,13,8,718,8.0,0,1,0,0,0,0,0,0.0,0.13,0.13,0.2,0.2,1.2,1.3,0.02,0.15,0.17,0.02,0.17,29,3.64,13,15,0,2,0.25,1,1,0,11,3,6,3,30.4,16,28.9,58,78,37,15,2,15,5,0,285,395,6374,1883,107,123,100,127,75,132,20,11,5,28,335,60,23,63,18,76,292,479,93,254,162,11,3,8,1,280,1202,562,9,0,10
262,201,Gabriel Jesus,FW,17,15,1290,14.3,2,7,2,0,0,0,0,0.14,0.49,0.63,5.2,5.2,3.4,8.6,0.36,0.24,0.6,0.36,0.6,46,3.21,35,0,6,11,0.77,8,0,2,7,4,3,6,16.7,15,22.1,30,91,87,20,1,8,5,0,472,556,7083,1234,250,277,187,219,20,30,23,23,5,40,542,14,1,103,20,75,453,742,64,288,433,102,25,42,2,599,2899,1464,18,22,31
263,202,Raúl Jiménez,FW,18,17,1474,16.4,3,2,3,0,0,5,1,0.18,0.12,0.31,3.3,3.3,1.7,5.0,0.2,0.1,0.31,0.2,0.31,41,2.5,26,0,4,10,0.61,3,0,3,12,2,10,6,23.1,10,26.6,22,122,97,14,2,14,12,0,333,476,4905,1015,204,269,96,122,21,42,22,9,1,27,447,29,0,142,9,19,391,717,68,386,303,83,28,62,0,502,1859,904,11,13,38
264,203,Joelinton,"MF,FW",18,13,1213,13.5,1,1,1,0,0,4,0,0.07,0.07,0.15,1.4,1.4,1.0,2.4,0.1,0.08,0.18,0.1,0.18,35,2.6,24,0,3,2,0.15,1,0,0,17,17,10,4,42.1,11,29.3,89,131,70,32,4,23,23,0,350,466,5226,1441,199,242,109,151,25,35,16,15,2,36,458,8,0,150,10,74,295,706,157,343,259,46,20,34,3,457,2158,1215,16,4,41
265,204,Ben Johnson,DF,11,10,801,8.9,1,0,1,0,0,1,0,0.11,0.0,0.11,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,10,1.12,9,1,0,2,0.22,2,0,0,13,12,9,2,57.1,9,39.5,56,40,23,32,5,14,27,0,317,461,6164,2778,136,156,131,187,43,95,4,12,7,30,358,103,5,42,20,66,267,573,212,254,137,6,6,11,0,301,1591,713,13,1,8
266,205,Curtis Jones,MF,6,3,323,3.6,1,1,1,0,0,0,0,0.28,0.28,0.56,0.4,0.4,0.2,0.6,0.12,0.04,0.17,0.12,0.17,7,1.95,3,0,0,2,0.56,1,0,0,3,1,4,0,0.0,2,21.2,15,56,14,1,0,0,1,0,213,227,3509,639,108,112,91,92,13,19,2,1,0,8,224,3,2,33,0,24,196,262,38,174,68,7,2,2,0,199,1060,525,8,2,9
267,206,Phil Jones,DF,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,3,3.0,2,0,0,0,0.0,0,0,0,3,2,0,1,66.7,1,18.2,3,7,1,3,3,2,3,0,47,51,911,275,15,16,28,29,3,4,1,0,0,4,51,0,0,6,0,5,43,60,22,35,6,0,0,0,0,42,200,121,1,0,0
268,207,Jorginho,MF,18,15,1374,15.3,6,1,0,6,6,3,0,0.39,0.07,0.46,4.9,0.3,2.0,2.3,0.32,0.13,0.45,0.02,0.15,33,2.16,27,1,0,6,0.39,6,0,0,28,20,18,3,23.9,35,33.0,106,138,41,22,5,31,13,1,941,1062,16664,4121,417,453,423,461,84,120,13,22,0,77,1034,28,27,198,1,79,941,1204,274,737,275,12,6,7,1,821,3182,1528,22,0,17
269,208,Diogo Jota,FW,19,16,1372,15.2,10,1,10,0,0,1,0,0.66,0.07,0.72,10.6,10.6,3.6,14.1,0.69,0.23,0.93,0.69,0.93,52,3.41,34,0,11,7,0.46,2,0,4,12,7,9,4,20.0,20,27.4,56,138,120,12,3,10,5,0,320,431,5137,1327,162,199,127,161,21,39,24,18,2,43,426,5,0,80,11,112,282,640,55,286,340,104,20,42,4,444,2114,1393,24,11,32
270,209,Mathias Jørgensen,DF,7,5,428,4.8,1,0,1,0,0,2,0,0.21,0.0,0.21,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04,6,1.26,3,2,0,0,0.0,0,0,0,2,3,4,3,75.0,2,22.2,25,14,6,7,1,10,11,0,196,274,3678,1613,80,92,96,130,18,44,2,3,3,13,211,63,7,28,8,10,171,317,122,139,72,3,0,0,0,136,647,448,5,0,2
271,210,Ozan Kabak,DF,9,9,742,8.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.03,0.02,0.03,8,0.97,2,0,1,0,0.0,0,0,0,4,1,4,1,0.0,5,34.8,44,24,1,15,11,17,28,0,280,335,5964,1943,70,85,167,183,38,56,1,0,0,12,322,13,9,61,0,42,257,420,271,165,15,5,11,15,0,270,1398,802,3,0,5
272,211,Christian Kabasele,DF,3,2,203,2.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1,2,0.89,2,0,0,0,0.0,0,0,0,0,0,0,0,0.0,1,40.0,8,2,0,8,3,7,10,0,95,104,2244,740,16,17,57,61,22,26,0,1,0,2,104,0,0,7,0,9,87,128,105,27,1,1,0,0,0,76,262,132,0,0,0
273,212,Harry Kane,FW,17,16,1432,15.9,4,1,3,1,1,3,0,0.25,0.06,0.31,7.6,6.9,2.7,9.6,0.48,0.17,0.65,0.43,0.6,36,2.26,28,0,2,5,0.31,3,0,0,5,0,4,5,25.0,9,26.0,4,76,101,7,4,2,18,0,307,414,5279,1283,168,205,89,120,38,55,15,19,3,40,387,27,0,108,13,34,328,622,49,309,303,89,23,41,3,426,2187,951,21,12,28
274,213,N'Golo Kanté,MF,12,9,761,8.5,2,1,2,0,0,1,0,0.24,0.12,0.35,0.8,0.8,0.9,1.7,0.1,0.1,0.2,0.1,0.2,22,2.6,18,0,2,5,0.59,5,0,0,11,8,7,7,41.7,7,34.3,45,61,37,15,1,21,6,0,441,521,7432,2049,221,253,179,207,35,44,7,15,0,60,519,2,2,102,5,58,448,624,118,312,236,17,19,27,0,451,2346,1252,22,3,15
275,214,Moise Kean,FW,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,1,17,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1
276,215,Michael Keane,DF,18,18,1620,18.0,1,2,1,0,0,0,0,0.06,0.11,0.17,0.8,0.8,0.6,1.4,0.04,0.03,0.08,0.04,0.08,10,0.56,7,0,0,1,0.06,1,0,0,22,19,8,2,52.0,12,42.1,71,35,8,33,20,39,84,1,506,666,12643,4189,131,157,228,271,142,227,4,4,0,45,654,12,12,98,0,139,419,859,476,396,37,14,4,6,0,420,2470,1126,6,0,1
277,216,Naby Keïta,MF,11,6,527,5.9,2,1,2,0,0,1,0,0.34,0.17,0.51,1.1,1.1,0.9,2.0,0.18,0.16,0.35,0.18,0.35,22,3.76,16,0,2,3,0.51,3,0,0,17,9,8,4,58.8,7,36.9,33,75,41,12,1,7,0,0,283,330,4384,1193,150,164,112,125,13,21,6,10,0,35,323,7,1,41,2,39,275,402,53,241,133,15,8,10,0,290,1515,945,13,6,7
278,217,Caoimhín Kelleher,GK,2,2,180,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,81,90,1863,754,16,16,51,51,14,23,0,0,0,0,70,20,7,14,0,25,53,94,94,0,0,0,0,0,0,53,166,99,0,0,0
279,218,Jonjoe Kenny,DF,3,2,176,2.0,0,1,0,0,0,1,0,0.0,0.51,0.51,0.0,0.0,0.2,0.2,0.01,0.08,0.09,0.01,0.09,4,2.05,4,0,0,2,1.02,2,0,0,6,4,2,0,100.0,0,56.0,12,9,4,3,1,5,5,0,47,67,940,340,23,25,13,21,10,17,2,2,2,4,56,11,1,12,4,5,47,87,26,37,27,1,0,1,0,45,140,67,2,0,1
280,219,Max Kilman,DF,19,19,1709,19.0,1,0,1,0,0,3,0,0.05,0.0,0.05,0.7,0.7,0.0,0.8,0.04,0.0,0.04,0.04,0.04,5,0.26,4,0,1,0,0.0,0,0,0,23,29,10,0,66.7,7,36.7,110,48,8,33,11,44,76,0,780,883,16626,5594,245,265,396,425,133,178,2,2,0,59,858,25,15,92,2,602,198,1088,561,539,65,15,8,10,0,688,3688,2259,16,1,6
281,220,Joshua King,"FW,MF",16,15,1266,14.1,5,3,4,1,1,3,0,0.36,0.21,0.57,6.2,5.4,2.1,7.5,0.44,0.15,0.59,0.38,0.53,34,2.42,26,0,2,6,0.43,4,0,1,9,1,8,5,42.9,4,29.4,37,110,118,11,1,8,14,0,198,278,3024,561,113,142,67,100,13,18,22,10,2,16,257,21,0,96,13,16,202,459,52,201,232,71,18,32,2,283,1604,875,17,15,22
282,221,Mateusz Klich,MF,14,11,946,10.5,1,2,1,0,0,2,0,0.1,0.19,0.29,1.3,1.3,1.8,3.1,0.13,0.17,0.29,0.13,0.29,46,4.38,39,1,1,5,0.48,5,0,0,12,5,7,5,35.0,13,24.4,63,122,53,8,2,10,13,0,351,453,5474,1495,192,223,123,149,22,48,25,10,2,47,445,8,3,57,18,34,391,550,91,263,231,35,9,11,0,380,2191,1046,17,5,8
283,222,Robin Koch,"DF,MF",3,3,270,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.33,1,0,0,0,0.0,0,0,0,2,3,2,0,33.3,2,25.6,20,19,4,5,0,6,16,0,71,96,1492,533,20,28,42,51,9,17,0,0,0,5,94,2,1,28,0,10,66,128,85,47,1,0,1,1,0,57,244,115,0,0,1
284,223,Sead Kolašinac,DF,2,1,91,1.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,1,1,0,0,,0,25.0,7,3,2,2,0,4,8,0,10,13,167,64,4,4,5,8,1,1,0,0,0,0,11,2,0,0,0,8,2,27,19,8,0,0,0,0,0,10,30,15,0,0,0
285,224,Ibrahima Konaté,DF,7,7,630,7.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03,4,0.57,4,0,0,1,0.14,1,0,0,6,5,3,1,60.0,2,34.0,30,15,2,10,8,20,36,0,362,409,7513,2681,98,107,210,223,50,72,1,3,0,27,403,6,6,38,0,24,347,479,221,272,10,4,0,0,0,306,1402,807,0,0,1
286,225,Ezri Konsa,DF,18,18,1577,17.5,2,0,2,0,0,3,1,0.11,0.0,0.11,1.4,1.4,0.2,1.6,0.08,0.01,0.09,0.08,0.09,6,0.34,6,0,0,0,0.0,0,0,0,11,9,7,1,42.9,4,33.9,64,43,11,30,16,29,49,1,489,580,9828,3005,145,164,275,300,64,105,3,0,0,21,551,29,23,65,1,59,454,733,420,295,57,31,5,6,0,422,1824,871,6,0,4
287,226,Cheikhou Kouyaté,MF,17,15,1320,14.7,0,1,0,0,0,0,0,0.0,0.07,0.07,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05,14,0.95,12,0,1,1,0.07,1,0,0,24,25,16,1,40.9,13,29.8,127,114,17,41,11,30,40,0,449,533,7603,1970,200,235,196,225,37,49,3,3,1,34,520,13,12,93,3,39,427,725,266,404,82,6,9,14,0,415,1728,758,5,0,12
288,227,Mateo Kovačić,MF,13,10,936,10.4,2,5,2,0,0,2,0,0.19,0.48,0.67,1.2,1.2,2.1,3.3,0.12,0.2,0.31,0.12,0.31,40,3.85,33,0,1,6,0.58,6,0,0,27,12,17,5,54.5,10,31.6,63,127,47,14,3,13,10,0,619,697,11503,2586,280,302,251,276,79,104,13,16,0,61,679,18,17,98,3,33,647,813,161,496,230,14,20,25,0,616,3371,1722,38,5,18
289,228,Emil Krafth,DF,7,6,542,6.0,0,1,0,0,0,2,0,0.0,0.17,0.17,0.1,0.1,0.6,0.7,0.02,0.09,0.12,0.02,0.12,4,0.66,2,0,1,1,0.17,1,0,0,2,4,1,1,40.0,9,26.2,31,25,5,11,6,12,18,0,162,205,2642,1055,79,84,60,77,15,32,2,2,0,9,170,35,5,18,4,6,157,254,144,76,42,4,1,1,0,131,584,317,1,1,0
290,229,Alex Král,MF,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,100.0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,2,0,2,0,0,0,0,0,1,4,0,0,0,0
291,230,Tim Krul,GK,17,17,1530,17.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.24,2,2,0,0,0.0,0,0,0,0,0,0,0,0.0,1,0.0,5,0,0,1,0,0,0,1,445,646,14470,8387,53,54,184,187,206,402,1,0,0,0,455,191,57,48,0,405,122,697,690,10,0,0,0,0,0,300,1358,753,0,0,0
292,231,Juraj Kucka,MF,15,13,1182,13.1,1,0,1,0,0,4,1,0.08,0.0,0.08,1.4,1.4,0.1,1.5,0.11,0.01,0.12,0.11,0.12,19,1.45,13,0,3,1,0.08,0,0,0,30,31,12,4,41.7,21,32.7,103,119,32,20,6,30,36,1,284,409,5352,1646,125,162,114,157,39,71,5,3,0,32,387,22,8,74,5,69,257,603,198,308,124,12,10,18,5,272,1288,705,11,0,15
293,232,Alexandre Lacazette,"FW,MF",15,10,864,9.6,3,3,2,1,2,0,0,0.31,0.31,0.62,4.1,2.6,1.0,3.5,0.43,0.1,0.53,0.27,0.37,35,3.65,24,0,2,5,0.52,3,0,0,10,4,7,4,45.5,6,30.3,25,70,93,8,2,10,2,0,199,266,2883,658,118,147,50,72,17,26,12,13,1,24,256,10,1,57,5,31,210,375,44,179,174,51,10,16,0,226,875,481,8,3,12
294,233,Adam Lallana,MF,17,15,1309,14.5,0,1,0,0,0,4,0,0.0,0.07,0.07,1.1,1.1,0.5,1.6,0.08,0.04,0.11,0.08,0.11,23,1.58,19,0,1,3,0.21,3,0,0,16,14,14,4,33.3,20,34.8,96,105,49,22,5,23,10,1,686,787,10846,2261,370,406,251,276,45,68,6,16,0,46,779,8,7,135,8,202,549,929,229,521,234,31,15,21,0,662,2705,1250,15,4,18
295,234,Tariq Lamptey,"DF,FW",12,7,676,7.5,0,1,0,0,0,1,0,0.0,0.13,0.13,0.4,0.4,0.9,1.3,0.06,0.12,0.17,0.06,0.17,24,3.2,15,0,3,1,0.13,1,0,0,9,6,7,3,60.0,4,30.7,34,36,31,10,2,16,8,0,254,333,3835,879,141,162,91,122,12,24,9,7,5,19,293,40,3,33,23,66,216,444,99,173,200,23,13,28,0,308,1725,1102,11,11,12
296,235,Manuel Lanzini,"MF,FW",14,5,591,6.6,4,1,2,2,2,0,0,0.61,0.15,0.76,1.8,0.3,1.6,1.9,0.28,0.25,0.53,0.05,0.3,22,3.35,16,3,1,4,0.61,2,0,1,10,3,5,4,6.7,14,27.5,43,79,31,6,0,7,3,0,363,407,5616,1252,205,213,124,140,25,42,13,7,0,27,377,30,3,55,6,40,347,458,80,243,167,18,8,13,0,335,1712,842,18,4,5
297,236,Aymeric Laporte,DF,17,17,1450,16.1,2,0,2,0,0,5,1,0.12,0.0,0.12,2.7,2.7,0.2,2.9,0.17,0.01,0.18,0.17,0.18,19,1.18,15,0,0,3,0.19,1,0,0,7,11,3,0,46.7,8,43.9,45,19,2,9,3,16,44,2,1350,1420,29371,8619,369,382,725,747,244,277,5,5,0,95,1391,29,21,89,2,1027,313,1524,574,1004,77,28,1,2,0,1130,6832,4778,21,1,1
298,237,Jamaal Lascelles,DF,15,15,1350,15.0,1,0,1,0,0,5,0,0.07,0.0,0.07,0.5,0.5,0.0,0.5,0.03,0.0,0.04,0.03,0.04,5,0.33,5,0,0,1,0.07,1,0,0,6,8,1,1,28.6,5,33.7,53,29,4,33,21,22,92,0,340,426,7411,2081,80,105,199,223,56,89,1,2,0,12,420,6,4,66,2,57,289,601,414,159,42,30,1,1,0,260,1045,428,1,0,3
299,238,Pierre Lees-Melou,MF,14,11,982,10.9,0,0,0,0,0,4,0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.09,0.09,0.18,0.09,0.18,27,2.47,22,1,0,1,0.09,0,0,0,19,12,17,4,38.2,21,23.9,103,139,51,26,7,16,8,0,348,444,6245,1654,170,196,122,145,46,77,13,18,5,47,437,7,5,101,16,63,348,557,148,281,149,19,6,13,0,354,1513,718,6,4,4
300,239,Aaron Lennon,"MF,FW",8,3,267,3.0,1,0,1,0,0,1,0,0.34,0.0,0.34,0.2,0.2,0.0,0.2,0.08,0.0,0.08,0.08,0.08,5,1.69,2,0,1,2,0.67,0,0,1,3,1,4,4,22.2,7,34.2,12,34,27,6,1,1,1,0,38,57,573,124,22,26,14,20,2,7,0,1,0,4,55,2,0,12,6,6,48,93,14,40,46,9,2,4,0,58,329,201,2,4,4
301,240,Bernd Leno,GK,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,58,87,1543,926,19,19,20,20,18,47,0,0,0,0,58,29,3,10,0,7,68,99,99,0,0,0,0,0,0,50,274,111,0,0,0
302,241,Jamal Lewis,DF,5,4,262,2.9,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2,0.69,2,0,0,1,0.34,1,0,0,6,7,2,3,80.0,1,32.5,24,7,9,5,2,6,6,0,82,106,1466,538,36,40,31,38,13,23,1,0,0,4,82,24,1,14,3,65,10,142,58,53,34,1,1,3,0,76,321,98,0,1,8
303,242,Victor Lindelöf,DF,13,12,1087,12.1,0,2,0,0,0,2,0,0.0,0.17,0.17,0.1,0.1,0.4,0.5,0.01,0.04,0.04,0.01,0.04,5,0.41,5,0,0,2,0.17,2,0,0,5,3,4,0,57.1,3,36.8,27,23,7,20,8,24,64,0,546,617,11598,3164,168,182,289,308,85,117,2,4,0,24,603,14,12,76,0,97,472,734,443,315,29,3,0,1,0,422,2790,1431,8,0,2
304,243,Jesse Lingard,FW,8,0,95,1.1,2,0,2,0,0,0,0,1.89,0.0,1.89,0.3,0.3,0.1,0.4,0.28,0.09,0.37,0.28,0.37,4,3.79,4,0,0,0,0.0,0,0,0,1,0,2,0,100.0,0,27.3,6,13,14,1,0,2,1,0,42,47,588,171,26,26,13,16,1,2,2,0,0,4,46,1,0,5,4,5,41,63,4,27,33,6,1,2,0,45,266,164,1,1,2
